drug	status	target	atc
carbomer homopolymer type c	non		
8-epi-cyanocobalamin	non		
(1,2,6,7-3h)testosterone	non		
tocopherylquinone	non		
1,2-icosapentoyl-sn-glycero-3-phosphoserine	approved		
13-cis-12-(3'-carboxyphenyl)retinoic acid	non		
cobalamin	non		
1,2-distearoyllecithin	approved		
pork collagen	approved		
soy isoflavones	approved		
triethylhexanoin	non		
methionine sulfoximine	non		
linoleic acid	approved		
sodium 1,2-dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)	approved		
tetrakis(2-methoxyisobutylisocyanide)copper(i) tetrafluoroborate	approved		
7-aminodesacetoxycephalosporanic acid	non		
1,2-hexanediol	non		
alpha-arbutin	approved		
butylene glycol	approved		
ceramide np	non		
human vaccinia virus immune globulin	approved		
black widow spider antivenin (equine)	approved		
viper antivenom	approved		
human botulinum neurotoxin a/b immune globulin	approved		
silodrate	approved		
silica dimethyl silylate	non		
phytosphingosine	non		
phenylethyl resorcinol	approved		
parasorbic acid	non		
dihydroxymethoxychalcone	non		
racementhol	approved		
cyclomethicone	non		
benazeprilat	non		
tenofovir	non		
sacubitrilat	non		
nadide	non		
macelignan	non		
methyl salicylate 2-ethylbutyrate	non		
basic fibroblast growth factor	non		
8-chlorotheophylline	non	ADORA2A	
octyldodecanol	non		
hypochlorous acid	non		
(-)-menthol 1-propylene glycol carbonate	non		
palmitoyl tetrapeptide-7	non		
silicic acid	non		
hydroxyethyl ethylcellulose	approved		
dipropylene glycol	non		
p-phenylenediamine	approved		
methoxy peg-12 retinamide	non		
distearyldimonium	approved		
p-aminophenol	non		
nepidermin	non		
loxicodegol	non	OPRM1	
human albumin microspheres	approved		
glyceryl stearate se	non		
chloric acid	approved		
phosphorus	approved		
ginsenosides	non		
polysorbate 60	non		
gold	non		
chitosan low molecular weight (20-200 mpa.s)	non		
synthetic camphor	approved		
hydrogenated soybean lecithin	non		
microcrystalline cellulose	approved		
oxidronic acid	approved		
titanium	non		
lecithin, soybean	non		
northern bluefin tuna	approved		
anthoxanthum odoratum	approved		
betula lenta whole	approved		
culex pipiens	approved		
rumex acetosella whole	approved		
rumex crispus top	approved		
sarocladium strictum	approved		
salix nigra bark	approved		
artemisia vulgaris root	approved		
penicillium glaucum	approved		
evernia prunastri	approved		
diazolidinylurea	approved		
dipentamethylenethiuram disulfide	approved		
alpha-amyl cinnamaldehyde	approved		
benzylparaben	approved		
propylparaben	approved		
tetramethylthiuram monosulfide	approved		
phleum pratense top	approved		
nickel sulfate	approved		
lanolin alcohols	approved		
dichromate	approved		
geraniol	approved		
cinnamaldehyde	approved		
aripiprazole lauroxil	approved	DRD2,HTR1A,HTR2A	
cinnamyl alcohol	approved		
hydroxycitronellal	approved		
isoeugenol	approved		
ethylenediamine	approved		
p-tert-butylphenol-formaldehyde resin (low molecular weight)	approved		
diphenylguanidine	approved		
n,n'-diphenyl-1,4-phenylenediamine	approved		
ditiocarb zinc	approved		C05AX04
zinc dibutyldithiocarbamate	approved		C05AX04
4-(isopropylamino)diphenylamine	approved		
n-cyclohexyl-n'-phenyl-1,4-phenylenediamine	approved		
methylchloroisothiazolinone	approved		
quaternium-15	approved		
bromothalonil	approved		
thiohexam	approved		
2,2'-dibenzothiazyl disulfide	approved		
morpholinylmercaptobenzothiazole	approved		
disperse blue 106	approved		
nickel cation	non		
cobaltous cation	non		
cobalt chloride	approved		
fosinoprilat	non		
ramiprilat	non		
trandolaprilat	non		
moexiprilat	non		
fanolesomab	approved		
methylparaben	approved		
perindoprilat	non		
rose bengal lactone	non		
quinaprilat	non		
telotristat	non		A16AX15
monomethyl fumarate	approved		
beclomethasone 17-monopropionate	non		
bifidobacterium longum infantis	approved		
clostridium botulinum	non		
lactobacillus reuteri	non		
enterococcus faecium	non		
lactobacillus helveticus	non		
technetium tc-99m	non		
threonic acid	non		
lowbush blueberry	non		
albumin aggregated	approved		
quinoline yellow ws	non		
deacetylbisacodyl	non		
egg phospholipids	approved		
sus scrofa stomach	non		
bilberry	approved		
aloe vera leaf polysaccharides	non		
echinacea angustifolia root	approved		
echinacea purpurea flowering top	approved		
echinacea purpurea	approved		
echinacea	approved		
caviar, unspecified	approved		
honey	approved		
sus scrofa placenta	non		
garden snail mucin	non		
snail, unspecified	approved		
marine collagen, soluble	non		
moschus berezovskii musk sac resin	non		
bos taurus gallstone	non		
pearl (hyriopsis cumingii)	non		
royal jelly	non		
ostrea edulis shell	non		
jojoba oil	approved		
avena sativa flowering top	approved		
aloe vera flower	approved		
angelica dahurica root	non		
centella asiatica	approved		
aloe ferox leaf	approved		
elm	approved		
eucommia ulmoides bark	non		
stypocaulon scoparium	non		
panax ginseng fruit	non		
bird pepper	approved		
calendula officinalis flower	approved		
maclura tricuspidata whole	non		
momordica charantia fruit	non		
tribulus terrestris root	non		
rumex crispus whole	approved		
swertia japonica whole flowering	non		
nardostachys chinensis whole	non		
simmondsia chinensis seed	non		
morus alba root bark	non		
rosemary	non		
ocimum tenuiflorum top	approved		
salix alba bark	approved		
indian frankincense	approved		
turmeric	approved		
tripterygium wilfordii whole	non		
carthamus tinctorius flower bud	approved		
corydalis ambigua tuber	approved		
lonicera caprifolium flower	approved		
lagerstroemia indica whole	non		
phellinus linteus mycelium	non		
angelica archangelica root	approved		
panax ginseng whole	non		
ginkgo biloba leaf oil	non		
panax ginseng root oil	non		
trametes versicolor fruiting body	non		
kaempferia galanga root	approved		
larix sibirica wood	approved		
rehmannia glutinosa root	non		
wormwood	approved		
acorus calamus root	non		
eutrema japonicum whole	non		
styphnolobium japonicum flower bud	non		
reynoutria multiflora root	non		
panax quinquefolius whole	non		
arnica montana	non		
gambir	non		
mucuna pruriens seed	non		
erythroxylum catuaba bark	non		
epimedium grandiflorum top	non		
turnera diffusa leaf	non		
eleuthero	approved		
panax notoginseng root	non		
tribulus terrestris fruit	non		
juglans regia shell	non		
green tea leaf	non		
camellia japonica seed oil	non		
meadowfoam seed oil	non		
argan oil	non		
shea butter	non		
glycyrrhiza glabra	approved		
lawsonia inermis leaf	non		
indigofera tinctoria leaf	non		
calendula officinalis whole	non		
tangerine peel	non		
pomegranate	non		
macadamia seed oil glycereth-8 esters	non		
magnolia kobus flowering top	non		
eucalyptus globulus leaf	approved		
bambusa vulgaris top	non		
coconut oil	non		
grape seed oil	non		
apricot kernel oil	approved		
schisandra chinensis fruit	non		
amber	non		
purslane	approved		
chamaemelum nobile flower	non		
sunflower oil	non		
macadamia oil	non		
heterotheca inuloides flower	approved		
inonotus obliquus fruiting body	approved		
nelumbo nucifera flower	approved		
hydrogenated coconut oil	non		
bergamot oil	non		
angelica sinensis root	non		
salvia miltiorrhiza root	non		
atractylodes lancea root oil	approved		
scutellaria lateriflora	approved		
prunus armeniaca seed	non		
chamaecyparis obtusa wood oil	non		
taraxacum officinale leaf	non		
arnica montana flower	approved		
lonicera confusa flower	non		
forsythia suspensa fruit	non		
mentha arvensis top	non		
platycodon grandiflorus root	non		
citrus junos fruit	non		
equisetum arvense top	approved		
inula helenium root	approved		
usnea barbata	approved		
azadirachta indica leaf	approved		
zanthoxylum clava-herculis whole	approved		
salix alba bark volatile oil	non		
apple fruit oil	non		
platycodon grandiflorus leaf	non		
chamomile	approved		
tribulus terrestris	non		
tremella fuciformis whole	non		
saw palmetto	approved		
rice bran	approved		
moringa oleifera leaf	non		
rosa centifolia flower oil	non		
scutellaria baicalensis root	non		
garcinia gummi-gutta fruit	non		
ilex paraguariensis leaf	non		
chondrus crispus	non		
capsicum annuum whole	non		
typhonium giganteum whole	non		
phellodendron amurense bark	non		
mangostin	non		
melaleuca alternifolia leaf	non		
quercus acutissima whole	non		
pumice	non		
milk thistle	approved		
chicory leaf	non		
palm oil	non		
camphor leaf oil	non		
zanthoxylum clava-herculis bark	non		
influenza a virus a/california/7/2009 (h1n1)-like hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/california/7/2009 x-179a (h1n1) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza b virus b/brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/victoria/361/2011 ivr-165 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza b virus b/texas/6/2011 hemagglutinin antigen (formaldehyde inactivated)	approved		
bordetella pertussis toxoid antigen (formaldehyde inactivated)	approved		
influenza a virus a/texas/50/2012 x-223a (h3n2) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza b virus b/massachusetts/2/2012 hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/christchurch/16/2010 nib-74 (h1n1) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/texas/50/2012 x-223 (h3n2) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza b virus b/massachusetts/2/2012 hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen	approved		
influenza a virus a/victoria/361/2011 (h3n2) live (attenuated) antigen	approved		
influenza b virus b/wisconsin/1/2010 live (attenuated) antigen	approved		
influenza b virus b/massachusetts/2/2012 bx-51b hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/brisbane/10/2010 (h1n1) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/texas/50/2012 x-223a (h3n2) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza b virus b/massachusetts/2/2012 hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza b virus b/massachusetts/2/2012 bx-51b hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza b virus b/phuket/3073/2013 hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza b virus b/brisbane/9/2014 hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza b virus b/phuket/3073/2013 hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/south australia/55/2014 ivr-175 (h3n2) hemagglutinin antigen (propiolactone inactivated)	approved		
human adenovirus e serotype 4 strain cl-68578 antigen	approved		
human adenovirus b serotype 7	approved		
influenza a virus a/victoria/361/2011 ivr-165 (h3n2) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza b virus b/hubei-wujiagang/158/2009 bx-39 hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/california/7/2009 x-179a (h1n1) hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza b virus b/phuket/3073/2013 hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/hong kong/4801/2014 (h3n2) recombinant hemagglutinin antigen	approved		
influenza b virus b/brisbane/60/2008 recombinant hemagglutinin antigen	approved		
influenza a virus a/christchurch/16/2010 nib-74xp (h1n1) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/south australia/55/2014 (h3n2) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza b virus b/utah/9/2014 hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/michigan/45/2015 x-275 (h1n1) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/michigan/45/2015 (h1n1) recombinant hemagglutinin antigen	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/slovenia/2903/2015 (h1n1) live (attenuated) antigen	approved		
influenza a virus a/new caledonia/71/2014 (h3n2) live (attenuated) antigen	approved		
neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved		
neisseria meningitidis group c capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved		
neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved		
neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) hemagglutinin antigen (formaldehyde inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/singapore/gp2050/2015 (h3n2) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza b virus b/hong kong/259/2010 hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/hong kong/4801/2014 (h3n2) hemagglutinin antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza b virus b/brisbane/60/2008 hemagglutinin antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180a (h1n1) hemagglutinin antigen (propiolactone inactivated)	approved		
influenza b virus b/brisbane/46/2015 hemagglutinin antigen (propiolactone inactivated)	approved		
influenza b virus b/phuket/3073/2013 bvr-1b hemagglutinin antigen (propiolactone inactivated)	approved		
vibrio cholerae cvd 103-hgr strain live antigen	approved		
influenza a virus a/california/7/2009 (h1n1)-like antigen (propiolactone inactivated)	approved		
influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (formaldehyde inactivated)	approved		
influenza a virus a/south dakota/6/2007 (h1n1) live (attenuated) antigen	approved		
influenza a virus a/uruguay/716/2007(h3n2) live (attenuated) antigen	approved		
influenza a virus a/perth/16/2009 (h3n2) live (attenuated) antigen	approved		
influenza a virus a/victoria/361/2011 ivr-165 (h3n2) antigen (formaldehyde inactivated)	approved		
influenza b virus b/texas/6/2011 antigen (formaldehyde inactivated)	approved		
influenza a virus a/texas/50/2012 x-223a (h3n2) antigen (formaldehyde inactivated)	approved		
influenza b virus b/massachusetts/2/2012 antigen (formaldehyde inactivated)	approved		
influenza b virus b/massachusetts/2/2012 bx-51b antigen (formaldehyde inactivated)	approved		
influenza a virus a/california/7/2009 x-181 (h1n1) antigen (formaldehyde inactivated)	approved		
influenza b virus b/brisbane/9/2014 antigen (formaldehyde inactivated)	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (formaldehyde inactivated)	approved		
influenza a virus a/michigan/45/2015 x-275 (h1n1) antigen (formaldehyde inactivated)	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (propiolactone inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) antigen (propiolactone inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) antigen (formaldehyde inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/singapore/gp2050/2015 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza b virus b/hong kong/259/2010 antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/hong kong/4801/2014 (h3n2) antigen (mdck cell derived, propiolactone inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180 (h1n1) antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (uv, formaldehyde inactivated)	approved		
influenza a virus a/singapore/gp1908/2015 ivr-180a (h1n1) antigen (propiolactone inactivated)	approved		
influenza b virus b/brisbane/46/2015 antigen (propiolactone inactivated)	approved		
influenza b virus b/phuket/3073/2013 bvr-1b antigen (propiolactone inactivated)	approved		
2-ethylhexyl 4-phenylbenzophenone-2'-carboxylate	non		
insulin-like growth factor ii	non		
beroctocog alfa	approved		
sorbitan	non		
l-lactic acid	approved		
dl-alpha-tocopherol	approved		
dl-alpha tocopheryl acetate	approved		
povidone k30	approved		
acetylcysteine zinc	non		
acetylcysteine amide	non		
calcium phosphate dihydrate	approved	CASR	
sodium ascorbate	approved		
calcium ascorbate	approved		
magnesium ascorbate	approved		
zinc ascorbate	approved		C05AX04
niacinamide ascorbate	approved		
zinc acetate	approved		C05AX04
ferrous gluconate	approved		B03AA03
ferrous succinate	approved		B03AA06
ferrous ascorbate	approved		B03AA10
ferrous fumarate	approved		B03AA02
potassium triiodide	non		
zinc glycinate	non		
zinc carbonate	non		
manganese citrate	non		
sodium molybdate	approved		
calcium magnesium potassium carbonate chloride hydroxide	non		
potassium acetate	approved		B05XA17
potassium sulfate	approved		
potassium	approved		C03AB03
ferrous glycine sulfate	approved		B03AA01
sodium phosphate, dibasic	approved		
sodium phosphate, monobasic, unspecified form	approved		
sodium phosphate, dibasic, unspecified form	approved		
sodium borate	approved		S01AX07
lithium hydroxide	approved		
lithium citrate	approved		
lithium succinate	non		D11AX04
lithium carbonate	approved		
ferrous cation	non		
acetate	non		
mometasone furoate	approved	NR3C1	D07AC13
magnesium	approved		
magnesium levulinate	non		A12CC07
magnesium lactate	non		A12CC06
sodium cation	non		
aluminium phosphate	approved		A02AB03
aluminum acetate	approved		
aluminum cation	non		
tetraferric tricitrate decahydrate	approved	TFRC	V03AE08
silver cation	non		
hydroxide ion	non		
phosphate ion	non		
gallium cation	non		
chromic cation	non		
chromic citrate	non		
chromic nitrate	approved		
chromium gluconate	approved		
chromium nicotinate	approved		
chromous sulfate	approved		
carbonate ion	non		
zinc cation	non		
zinc chloride	approved		C05AX04
gold cation (1+)	non		
indium cation in-111	non		
strontium cation sr-89	non		
chromate ion cr-51	non		
hydrocortisone aceponate	non	ANXA1,NR3C1	D07AC16
hydrocortisone acetate	approved	ANXA1,NR3C1	
hydrocortisone butyrate	approved	ANXA1,NR3C1	D07AB02
hydrocortisone cypionate	approved	ANXA1,NR3C1	
hydrocortisone phosphate	approved	ANXA1,NR3C1	
