disease_area	nct	year	intervention_name	drug	regulatory_status	approval_year	patient_years	gen_assoc	target_gene	target_status	classification	priority
alzheimer	NCT03625622	2019	ar1001	ar1001	experimental				PDE5A	approved	metoo	5
ftd/als	NCT03626012	2018	biib078	biib078	experimental			OMIM	C9orf72	non	novel, supported	1
alzheimer	NCT03634007	2019	aavrh.10hpoe2 vector	aavrh.10hpoe2	experimental			OMIM	APOE	non	novel, supported	1
alzheimer	NCT03635047	2018	al002	al002	experimental			OMIM	TREM2	non	novel, supported	1
parkinson	NCT03639064	2018	cannabis oil	cannabidiol	approved				CNR1	approved	repurposing	3
alzheimer	NCT03639987	2018	aducanumab	aducanumab	experimental		303.90143737166323	OMIM	APP	non	novel, supported	1
alzheimer	NCT03649724	2020	eligard 22.5mg suspension for injection	leuprorelin	approved				GNRHR	approved	repurposing	3
parkinson	NCT03651856	2013	atm fog in pd	atomoxetine	approved		10.841889117043122		SLC6A2	approved	repurposing	3
parkinson	NCT03652363	2012	glial cell line-derived neurotrophic factor	gdnf	experimental		144.1971252566735		GDNF	non	novel, unsup	2
ftd/als	NCT03652805	2018	ipl344	ipl344	experimental					non	novel, unsup	2
parkinson	NCT03652870	2019	escitalopram	escitalopram	approved				SLC6A4	approved	repurposing	3
parkinson	NCT03655236	2019	k0706	k0706	experimental				ABL1	approved	metoo	5
alzheimer	NCT03656042	2009	filgrastim (75mcg/0.3ml)	filgrastim	approved		113.782340862423		CSF3R	approved	repurposing	3
alzheimer	NCT03658135	2018	biib092	gosuranemab	experimental		27.526351813826146		MAPT	non	novel, unsup	2
parkinson	NCT03659682	2019	semaglutide	semaglutide	approved				GLP1R	approved	repurposing	3
parkinson	NCT03661125	2019	saracatinib	saracatinib	experimental				FYN	non	novel, unsup	2
parkinson	NCT03665454	2018	pf-06412562	pf-06412562	experimental		4.577686516084873		DRD1	approved	metoo	5
parkinson	NCT03667404	2018	maltodextrin	maltodextrin	supplement					non	novel, unsup	2
alzheimer	NCT03668405	2018	lu af20513	lu af20513	experimental		16.50924024640657	OMIM	APP	non	novel, supported	1
parkinson	NCT03670953	2018	ipx203 er cd-ld	carbidopa,levodopa	combination				DRD1	approved	combination	4
ftd/als	NCT03679975	2018	riluzole oral soluble film (rosf) 50 mg	riluzole	approved	1995	6.431211498973306		SCN5A	approved	post-approval	7
parkinson	NCT03683225	2019	ctc-413	pramipexole,aprepitant	combination				TACR1	approved	combination	4
ftd/als	NCT03690791	2019	canntrust cbd oil (capsule)	cannabidiol	approved				CNR1	approved	repurposing	3
alzheimer	NCT03691519	2018	omega-3 treatment (DHA/EPA)	DHA,EPA	approved				PPARA	approved	repurposing	3
ftd/als	NCT03693781	2019	colchicine 1 mg oral tablet	colchicine	approved				TUBB	approved	repurposing	3
parkinson	NCT03693872	2019	apomorphine	apomorphine	approved	2004			DRD4	approved	post-approval	7
parkinson	NCT03703570	2018	kw-6356	kw-6356	experimental		797.1526351813826		ADORA2A	approved	metoo	5
alzheimer	NCT03703856	2019	memantine	memantine	approved	2003			GRIN1	approved	post-approval	7
ftd/als	NCT03705390	2019	ilb	dextran	approved					non	repurposing	3
alzheimer	NCT03706885	2018	sustiva pill	efavirenz	approved					non	repurposing	3
ftd/als	NCT03707795	2017	betamethasone sodium phosphate/betamethasone acetate (celestone® soluspan®), 30 mg im once a day for four days	betamethasone	approved		8.328542094455852		NR3C1	approved	repurposing	3
alzheimer	NCT03710642	2018	prazosin	prazosin	approved				ADRA1A	approved	repurposing	3
parkinson	NCT03710707	2018	dnl201	dnl201	experimental		29.138945927446954	OMIM	LRRK2	non	novel, supported	1
alzheimer	NCT03712787	2019	abbv-8e12	tilavonemab	experimental				MAPT	non	novel, unsup	2
parkinson	NCT03713957	2018	grf6021	grf6021	experimental					non	novel, unsup	2
parkinson	NCT03716570	2019	biib054	cinpanemab	experimental		55.65503080082136	OMIM	SNCA	non	novel, supported	1
parkinson	NCT03720418	2018	oxb-102	oxb-102	experimental				TH	approved	metoo	5
alzheimer	NCT03720548	2018	ly3372993	ly3372993	experimental		18.72689938398357	OMIM	APP	non	novel, supported	1
alzheimer	NCT03740178	2019	mk-4334	mk-4334	experimental				NR3C1	approved	metoo	5
alzheimer	NCT03748303	2019	allopregnanolone	brexanolone	approved				GABRA1	approved	repurposing	3
alzheimer	NCT03748706	2019	pti-125, 100 mg tablets	simufilam	experimental		2.0369609856262834		FLNA	non	novel, unsup	2
parkinson	NCT03750552	2019	ampreloxetine	ampreloxetine	experimental				SLC6A2	approved	metoo	5
alzheimer	NCT03752294	2018	dabigatran	dabigatran	approved				F2	approved	repurposing	3
alzheimer	NCT03752463	2015	daoi-a group	daoi	experimental					non	novel, unsup	2
ftd/als	NCT03755167	2018	ipl344	ipl344	experimental					non	novel, unsup	2
alzheimer	NCT03757325	2019	dnl747	dnl747	experimental		12.922655715263518		RIPK1	non	novel, unsup	2
ftd/als	NCT03757351	2018	dnl747	dnl747	experimental		36.139630390143736		RIPK1	non	novel, unsup	2
huntington	NCT03761849	2019	ro7234292	rg6042	experimental			OMIM	HTT	non	novel, supported	1
huntington	NCT03764215	2018	nilotinib 150 mg	nilotinib	approved				ABL1	approved	repurposing	3
alzheimer	NCT03765762	2019	grf6019	grf6019	experimental					non	novel, unsup	2
parkinson	NCT03769896	2017	nabilone 0.25 mg	nabilone	approved		85.42094455852155		CNR2	approved	repurposing	3
parkinson	NCT03773796	2018	nabilone 0.25 mg	nabilone	approved				CNR2	approved	repurposing	3
parkinson	NCT03774459	2018	high dose anavex2-73	blarcamesine	experimental				SIGMAR1	approved	metoo	5
parkinson	NCT03775096	2019	carvedilol	carvedilol	approved				ADRB1	approved	repurposing	3
parkinson	NCT03781167	2019	abbv-951	abbv-951	experimental				DDC	approved	metoo	5
parkinson	NCT03781791	2018	active investigational treatment: ent-01	ent-01	experimental					non	novel, unsup	2
huntington	NCT03787758	2019	sage-718	sage-718	experimental		3.6303901437371664		GRIN2A	approved	metoo	5
parkinson	NCT03790670	2019	sargramostim	sargramostim	approved		9.582477754962355		CSF2RA	approved	repurposing	3
alzheimer	NCT03790709	2018	high dose anavex2-73	blarcamesine	experimental				SIGMAR1	approved	metoo	5
alzheimer	NCT03790982	2018	ad-35 30 mg + placebo of ad-35 30 mg	ad-35	experimental			OMIM	APP	non	novel, supported	1
ftd/als	NCT03792490	2019	fasudil	fasudil	experimental					non	novel, unsup	2
ftd/als	NCT03793868	2018	perampanel	perampanel	approved				GRIA1	approved	repurposing	3
ftd/als	NCT03800524	2019	tauroursodeoxycholic acid	tudca	supplement					non	novel, unsup	2
alzheimer	NCT03801642	2019	dapagliflozin	dapagliflozin	approved				SLC5A2	approved	repurposing	3
parkinson	NCT03808961	2020	niacin	niacin	supplement				HCAR3	approved	metoo	5
alzheimer	NCT03811847	2019	methylphenidate extended release oral capsule	methylphenidate	approved				SLC6A3	approved	repurposing	3
parkinson	NCT03816020	2019	nicotinamide riboside	nicotinamide	approved		27.761806981519506	OTG	BST1	approved	repurposing	3
alzheimer	NCT03817684	2019	bpn14770	bpn14770	experimental		193.38809034907598		PDE4D	approved	metoo	5
alzheimer	NCT03819699	2018	booster vaccine	lu af20513	experimental		1.6180698151950719	OMIM	APP	non	novel, supported	1
alzheimer	NCT03822208	2019	al003	al003	experimental			OTG	CD33	approved	metoo	5
alzheimer	NCT03823404	2019	cor388 capsule	atuzaginstat	experimental					non	novel, unsup	2
alzheimer	NCT03824197	2019	extra virgin olive oil (evoo)	oleic acid	approved					non	repurposing	3
alzheimer	NCT03828747	2019	semorinemab	semorinemab	experimental				MAPT	non	novel, unsup	2
parkinson	NCT03829657	2019	ampreloxetine	ampreloxetine	experimental				SLC6A2	approved	metoo	5
ftd/als	NCT03836716	2019	arimoclomol	arimoclomol	experimental					non	novel, unsup	2
alzheimer	NCT03838952	2019	herbal medicine	jiaweixiaoyaosan,gouteng,bajitian	supplement					non	novel, unsup	2
parkinson	NCT03840005	2018	ursonorm	ursodiol	approved				AKR1C2	approved	repurposing	3
parkinson	NCT03840837	2019	rivastigmine transdermal patch	rivastigmine	approved				ACHE	approved	repurposing	3
parkinson	NCT03841604	2019	safinamide methanesulfonate	safinamide	approved	2017			MAOB	approved	post-approval	7
huntington	NCT03842969	2019	ro7234292 (rg6042)	rg6042	experimental			OMIM	HTT	non	novel, supported	1
parkinson	NCT03843944	2018	safinamide	safinamide	approved	2017	21.6290212183436		MAOB	approved	post-approval	7
parkinson	NCT03845387	2019	kdt-3594	am006	experimental				DRD2	approved	metoo	5
huntington	NCT03854019	2019	dextromethorphan/quinidine 20mg/10mg (dm/q 20mg/10mg)	dextromethorphan,quinidine	combination				SIGMAR1	approved	combination	4
alzheimer	NCT03856359	2019	rifaximin 550 milligrams (mg)	rifaximin	approved					non	repurposing	3
parkinson	NCT03858270	2019	memantine	memantine	approved				GRIN1	approved	repurposing	3
parkinson	NCT03865121	2019	nicotine nasal spray 10 mg/ml (0.5 mg/spray)	nicotine	approved		3.991786447638604		CHRNA4	approved	repurposing	3
alzheimer	NCT03867253	2019	ory-2001 high dose	vafidemstat	experimental				KDM1A	non	novel, unsup	2
alzheimer	NCT03875638	2019	levetiracetam	levetiracetam	approved				SV2A	approved	repurposing	3
parkinson	NCT03877510	2019	ipx203 140 mg	carbidopa,levodopa	combination				DRD1	approved	combination	4
parkinson	NCT03881371	2019	safinamide	safinamide	approved	2017			MAOB	approved	post-approval	7
ftd/als	NCT03883581	2019	dextromethorphan hbr and quinidine sulfate	dextromethorphan	approved	2010			SIGMAR1	approved	post-approval	7
alzheimer	NCT03887455	2019	ban2401	lecanemab	experimental			OMIM	APP	non	novel, supported	1
parkinson	NCT03887884	2019	sinemet	carbidopa,levodopa	combination		7.241615331964408		DRD1	approved	combination	4
parkinson	NCT03899324	2019	bumetanide white, oblong, scored tablet	bumetanide	approved				SLC12A1	approved	repurposing	3
parkinson	NCT03905811	2019	terazosin 5 mg	terazosin	approved				ADRA1A	approved	repurposing	3
parkinson	NCT03922711	2019	pridopidine	pridopidine	experimental				SIGMAR1	approved	metoo	5
parkinson	NCT03924414	2019	zoledronic acid 5mg/bag 100ml inj	zoledronic acid	approved				FDPS	approved	repurposing	3
ftd/als	NCT03929068	2019	carbidopa-levodopa	carbidopa,levodopa	combination				DRD1	approved	combination	4
parkinson	NCT03938922	2019	active investigational treatment: ent-01	ent-01	experimental		28.145106091718002			non	novel, unsup	2
alzheimer	NCT03943264	2019	xpro1595	xpro1595	experimental				TNF	approved	metoo	5
ftd/als	NCT03945279	2019	biib100	biib100	experimental				XPO1	approved	metoo	5
ftd/als	NCT03948178	2019	levosimendan	levosimendan	approved				TNNC1	approved	repurposing	3
alzheimer	NCT03954613	2019	ebicomb	memantine,donepezil	combination				GRIN1	approved	combination	4
alzheimer	NCT03954899	2019	melatonin	melatonin	supplement				MTNR1A	approved	metoo	5
parkinson	NCT03956979	2019	jm-010 a group	buspirone,zolmitriptan	combination				HTR1A	approved	combination	4
parkinson	NCT03958708	2019	rifaximin 550 mg	rifaximin	approved					non	repurposing	3
alzheimer	NCT03959553	2019	gv1001	gv1001	experimental				TERT	non	novel, unsup	2
parkinson	NCT03968133	2019	probiotic	probiotic	supplement					non	novel, unsup	2
parkinson	NCT03968744	2019	safinamide	safinamide	approved	2017			MAOB	approved	post-approval	7
parkinson	NCT03971617	2019	hydrogen	hydrogen	experimental					non	novel, unsup	2
parkinson	NCT03976349	2019	biib094	biib094	experimental			OMIM	LRRK2	non	novel, supported	1
parkinson	NCT03977441	2019	agomelatine or piacebo	agomelatine	approved				HTR2C	approved	repurposing	3
alzheimer	NCT03978338	2019	brain polypeptide solution	brain polypeptide solution	experimental					non	novel, unsup	2
alzheimer	NCT03980730	2019	azeliragon	azeliragon	experimental				AGER	non	novel, unsup	2
huntington	NCT03980938	2019	neflamapimod	neflamapimod	experimental				MAPK14	non	novel, unsup	2
ftd/als	NCT03981536	2019	ap-101	ap-101	experimental			OMIM	SOD1	non	novel, supported	1
ftd/als	NCT03987295	2019	al001	al001	experimental				SORT1	non	novel, unsup	2
parkinson	NCT03987750	2019	safinamide methanesulfonate 100mg	safinamide	approved	2017			MAOB	approved	post-approval	7
alzheimer	NCT03991195	2019	probiotic supplemented intervention	probiotic	supplement					non	novel, unsup	2
alzheimer	NCT03991988	2019	montelukast	montelukast	approved				CYSLTR1	approved	repurposing	3
huntington	NCT04000594	2019	ro7234292 (rg6042)	rg6042	experimental			OMIM	HTT	non	novel, supported	1
alzheimer	NCT04004702	2020	levetiracetam	levetiracetam	approved				SV2A	approved	repurposing	3
parkinson	NCT04006210	2019	carbidopa and levodopa 25mg/100mg	carbidopa,levodopa	combination				DRD1	approved	combination	4
multiple	NCT04044131	2019	metabolic cofactor supplementation	n-acetylcysteine,l-carnitine tartrate, nicotinamide riboside,serine	supplement					non	novel, unsup	2
parkinson	NCT04044547	2013	rotigotine, extended-release microspheres	rotigotine	approved	2007	92.97741273100615		DRD3	approved	post-approval	7
parkinson	NCT04045678	2017	ly03003 ( rotigotine, extended-release microspheres)	rotigotine	approved	2007	50.841889117043124		DRD3	approved	post-approval	7
alzheimer	NCT04052737	2018	pmz-1620 (sovateltide) along with standard treatment	sovateltide	experimental				EDNRB	approved	metoo	5
parkinson	NCT04056689	2019	dnl151	dnl151	experimental			OMIM	LRRK2	non	novel, supported	1
ftd/als	NCT04057898	2020	mn-166	ibudilast	approved				PDE4A	approved	repurposing	3
alzheimer	NCT04063124	2020	dasatinib + quercetin	dasatinib	combination				ABL1	approved	combination	4
alzheimer	NCT04065061	2015	erinacine a-enriched hericium erinaceus mycelia	hericium erinaceus	supplement		133.8590006844627			non	novel, unsup	2
ftd/als	NCT04066244	2019	blz945	blz945	experimental				CSF1R	approved	metoo	5
alzheimer	NCT04070378	2019	daratumumab injection	daratumumab	approved				CD38	non	repurposing	3
huntington	NCT04071639	2019	haloperidol	haloperidol	approved				DRD2	approved	repurposing	3
parkinson	NCT04075318	2019	ub-312	ub-312	experimental			OMIM	SNCA	non	novel, supported	1
alzheimer	NCT04075435	2020	high cbd/low thc sublingual solution	cannabidiol	approved				CNR1	approved	repurposing	3
alzheimer	NCT04079803	2019	pti-125 100 mg oral tablet	simufilam	experimental				FLNA	non	novel, unsup	2
ftd/als	NCT04082832	2019	cu(ii)atsm	Cu(II)atsm	experimental					non	novel, unsup	2
ftd/als	NCT04090684	2019	fixed dose combination ciprofloxacin/celecoxib	ciprofloxacin,celecoxib	combination				PTGS2	approved	combination	4
alzheimer	NCT04094129	2020	wismemo	lactobacillus acidophilus,lactobacillus casei,bifidobacteria bifidum,bactobacillus fermentum	supplement		0			non	novel, unsup	2
parkinson	NCT04095793	2019	ampreloxetine	ampreloxetine	experimental				SLC6A2	approved	metoo	5
parkinson	NCT04097080	2019	nbtx-001	xenon	experimental					non	novel, unsup	2
ftd/als	NCT04098406	2020	cnm-au8	gold nanoparticles	experimental					non	novel, unsup	2
huntington	NCT04102579	2019	valbenazine	valbenazine	approved				SLC16A2	non	repurposing	3
parkinson	NCT04110678	2015	neuroepo	neuroepo	experimental		30.39561943874059		EPOR	approved	metoo	5
ftd/als	NCT04115384	2019	novolin-r insulin	insulin	approved				INSR	approved	repurposing	3
multiple	NCT04117178	2019	donepezil	donepezil	approved				ACHE	approved	repurposing	3
huntington	NCT04120493	2019	raav5-mihtt	raav5-mihtt	experimental			OMIM	HTT	non	novel, supported	1
parkinson	NCT04127578	2019	pr001a	pr001a	experimental			OMIM	GBA	non	novel, supported	1
parkinson	NCT04127695	2020	abbv-0805	abbv-0805	experimental			OMIM	SNCA	non	novel, supported	1
alzheimer	NCT04133454	2019	aav-htert	aav-htert	experimental				TERT	non	novel, unsup	2
ftd/als	NCT04140136	2019	tocotrienols	tocotrienols	supplement					non	novel, unsup	2
alzheimer	NCT04148391	2019	nyx-458	nyx-458	experimental				GRIN2A	approved	metoo	5
alzheimer	NCT04149639	2019	neuroq	gotu kola,turmeric,ginkgo biloba,phosphatidylserine,coffee fruit,propolis	supplement					non	novel, unsup	2
alzheimer	NCT04149860	2019	lu af87908	lu af87908	experimental				MAPT	non	novel, unsup	2
parkinson	NCT04152655	2020	idebenone	idebenone	approved					non	repurposing	3
parkinson	NCT04154072	2020	nly01	nly01	experimental				GLP1R	approved	metoo	5
parkinson	NCT04157933	2019	009-a0 (Apomorphine)	apomorphine	approved	2004			DRD4	approved	post-approval	7
parkinson	NCT04164758	2019	pimavanserin	pimavanserin	approved				HTR2A	approved	repurposing	3
ftd/als	NCT04165824	2019	mt-1186	edaravone	approved	2017				non	post-approval	7
ftd/als	NCT04165850	2019	fixed dose combination ciprofloxacin/celecoxib	ciprofloxacin,celecoxib	combination		22.910335386721425		PTGS2	approved	combination	4
parkinson	NCT04175132	2019	foliglurax	foliglurax	experimental				GRM4	non	novel, unsup	2
ftd/als	NCT04176224	2019	mt-1186	edaravone	approved	2017	3.4496919917864477			non	post-approval	7
parkinson	NCT04183634	2019	neupro (reference)	rotigotine	approved	2007			DRD3	approved	post-approval	7
multiple	NCT04184063	2019	nbmi	nbmi	experimental					non	novel, unsup	2
alzheimer	NCT04191486	2019	t-817ma	edonerpic	experimental					non	novel, unsup	2
parkinson	NCT04191577	2019	cvn424 high dose	cvn424	experimental					non	novel, unsup	2
parkinson	NCT04201093	2019	tavapadon	tavapadon	experimental				DRD1	approved	metoo	5
ftd/als	NCT04204889	2020	oxaloacetic acid	oxaloacetic acid	supplement					non	novel, unsup	2
alzheimer	NCT04213391	2020	sulforaphane	sulforaphane	supplement					non	novel, unsup	2
parkinson	NCT04218968	2019	carvedilol	carvedilol	approved		45.01026694045174		ADRB1	approved	repurposing	3
ftd/als	NCT04220021	2020	metformin	metformin	approved				PRKAB1	approved	repurposing	3
parkinson	NCT04220762	2020	win-1001x	polygala tenuifolia,angelica tenuissima,dimocarpus longan	supplement					non	novel, unsup	2
parkinson	NCT04223193	2020	tavapadon	tavapadon	experimental				DRD1	approved	metoo	5
parkinson	NCT04226248	2020	rivastigmine transdermal system	rivastigmine	approved				ACHE	approved	repurposing	3
alzheimer	NCT04229186	2020	roo	oleic acid	supplement					non	novel, unsup	2
alzheimer	NCT04229927	2020	bpdo-1603	bpdo-1603	experimental					non	novel, unsup	2
parkinson	NCT04232969	2020	exenatide extended release 2mg (bydureon)	exenatide	approved				GLP1R	approved	repurposing	3
alzheimer	NCT04241068	2020	aducanumab	aducanumab	experimental			OMIM	APP	non	novel, supported	1
ftd/als	NCT04244630	2020	antioxidants	ubidecarenone,vitamin e,nac cysteine,l-cystine	supplement				NDUFV3	approved	metoo	5
