nct	intervention_name	intervention_type
NCT02978729	telephone remote genetic counseling	other
NCT00740714	coenzyme q10 with vitamin e	drug
NCT00740714	placebo with vitamin e	drug
NCT03375697	jnj-63733657	drug
NCT03375697	placebo	drug
NCT01940952	zydena (udenafil) 50mg + donepezil 5mg or 10mg	drug
NCT01940952	placebo + donepezil 5mg or 10mg	drug
NCT01940952	zydena (udenafil) 100mg + donepezil 5mg or 10mg	drug
NCT01194713	sleep deprivation	behavioral
NCT03178175	acupuncture	procedure
NCT03178175	needle insertion	procedure
NCT01683292	inhaled vr040	drug
NCT01683292	placebo for vr040	drug
NCT03168711	inosine	drug
NCT03168711	placebo	drug
NCT03218982	enhanced psycho-education about dementia and caregiving	behavioral
NCT01537224	measure of the electrophysiological activity of the subthalamic nucleus	other
NCT03789006	antithymocyte immunoglobulin (rabbit)	drug
NCT03789006	interleukin 2 receptor antagonist	drug
NCT01607476	c11 pib	drug
NCT01607476	f18 flutametamol	drug
NCT00443417	sk-pc-b70m	drug
NCT03342846	rtms	device
NCT01847586	paired associative stimulation	procedure
NCT01847586	paired associative stimulation-control	procedure
NCT03691428	wish outcome obstacle plan	behavioral
NCT00906763	chocolate	dietary supplement
NCT01461109	[18f] cfpypb	drug
NCT01640067	human neural stem cells	biological
NCT04095962	exercise	other
NCT01010529	occupational therapy	other
NCT00108667	iv levodopa	drug
NCT00108667	talampanel	drug
NCT01301651	balance training	behavioral
NCT00217386	anti-thymocyte globulin	biological
NCT00217386	etanercept	biological
NCT00212316	sodium phenylbutyrate	drug
NCT03790982	placebo of ad-35 60mg /ad-35 30mg	drug
NCT03790982	placebo of ad-35 60mg /ad-35 60mg	drug
NCT03790982	ad-35 30 mg + placebo of ad-35 30 mg	drug
NCT03790982	ad-35 60 mg	drug
NCT02474459	ipad-based clinical support care	device
NCT02474459	standard clinical care	other
NCT03852901	jardiance 25 mg	drug
NCT01005862	pf-04360365	biological
NCT01005862	placebo	drug
NCT01369225	aab-003 (pf-05236812)	drug
NCT01369225	aab-003 (pf-05236812)	drug
NCT01369225	aab-003 (pf-05236812)	drug
NCT01369225	aab-003 (pf-05236812)	drug
NCT01369225	aab-003 (pf-05236812)	drug
NCT00252850	cere-120: aav2-ntn	genetic
NCT02048605	psycho-social cbt based training	behavioral
NCT02048605	unspecific group training	behavioral
NCT03098368	rotigotine	drug
NCT03098368	placebo	drug
NCT03899298	amniotic and umbilical cord tissue procedure	biological
NCT02641405	equistasi	device
NCT02641405	inactive equistasi	device
NCT02022735	deep brain stimulation	device
NCT04259827	neuronation	other
NCT04259827	aspecific online games	other
NCT00998660	activa rc	device
NCT02259049	l-tyrosine	dietary supplement
NCT02259049	sugar pill	dietary supplement
NCT01920425	kinesia homeview	device
NCT01920425	hand-written diary	other
NCT01661894	brainpaltm	device
NCT02622737	functional training	other
NCT02622737	stationary bike	device
NCT02622737	exergaming	device
NCT03278106	laboratory biomarker analysis	other
NCT03278106	trifluridine/tipiracil hydrochloride combination agent tas-102	drug
NCT04289402	personalized tdcs	other
NCT04289402	active-sham	other
NCT02236065	umbilical cord blood therapy	procedure
NCT02236065	filgrastim	biological
NCT00590122	parcopa	drug
NCT00590122	carbidopa-levodopa	drug
NCT03567447	droxidopa	drug
NCT03567447	placebo	other
NCT03724734	adaptive dbs	device
NCT03724734	conventional dbs	device
NCT03113812	abvac40	drug
NCT03113812	placebo	drug
NCT03840083	sleep	behavioral
NCT03476668	mirt	other
NCT00479349	sam-531	drug
NCT02414347	f 18 t807	drug
NCT02118506	physical practice	other
NCT02118506	mental and physical practice	other
NCT00407576	[11c]mes-impy	drug
NCT03922711	pridopidine	drug
NCT03922711	placebo	drug
NCT00635024	anti-thymocyte globulin	biological
NCT00635024	melphalan	drug
NCT00523666	galantamine (reminyl®)	drug
NCT00523666	placebo/galantamine (reminyl®)	drug
NCT03665493	pd patients h&y=1.5-2 medications on	drug
NCT03665493	pd patients h&y=1.5-2 medications off	drug
NCT03665493	healthy age-matched controls	behavioral
NCT03665493	pd patients h&y=3 medications off	drug
NCT03665493	pd patients h&y=3 medications on	drug
NCT02196116	pet	other
NCT02196116	mri	other
NCT02196116	neuropsychological tests	other
NCT01229332	saline	drug
NCT01229332	carbidopa	drug
NCT02478333	als-008176 (250 mg)	drug
NCT02478333	als-008176 (500 mg)	drug
NCT02478333	als-008176 (750 mg)	drug
NCT02478333	placebo	other
NCT00481520	sam-531	drug
NCT00481520	placebo	other
NCT03622905	dbs-f on	device
NCT03622905	dbs off	device
NCT02020356	music therapy	behavioral
NCT02020356	placebo	behavioral
NCT03114215	md1003	drug
NCT03114215	placebo oral capsule	drug
NCT04038866	rehabilitation gait with dual task	other
NCT04038866	rehabilitation gait without dual task	other
NCT00295152	community occupational therapy in dementia	behavioral
NCT01145482	insulin	drug
NCT01145482	saline	other
NCT01285583	tro19622	drug
NCT03056495	n-hydroxy-n'-phenyl-octanediamide (vorinostat)	drug
NCT01500330	cupping massage	procedure
NCT01500330	progressive muscle relaxation	procedure
NCT02267057	paracetamol	drug
NCT02267057	buprenorphine	drug
NCT02267057	paracetamol placebo	drug
NCT02267057	buprenorphine placebo	drug
NCT00261781	treadmill training	behavioral
NCT01502046	delta-9-tetrahydrocannabinol (thc) and cannabidiol (cbd)	drug
NCT01502046	placebo	drug
NCT03457493	dpa-714-pet/mri	drug
NCT01886131	synchronised video-polysomnography	other
NCT00134784	[123i]b-cit spect imaging	drug
NCT02683629	ntcell implantation	biological
NCT02683629	sham surgery	other
NCT03519880	custom mask interface	device
NCT03900247	remap eeg based bci and sem-glove bioservo	device
NCT00827034	warfarin	drug
NCT00827034	dimebon	drug
NCT00827034	warfarin	drug
NCT00537446	noninvasive positive pressure ventilation	device
NCT00537446	noninvasive positive pressure ventilation	device
NCT01953523	administration of autologous adipose derived svf	procedure
NCT04305210	f-18 pmpbb3	drug
NCT04305210	18f-florbetapir	drug
NCT01760564	miglustat	drug
NCT03901105	flortaucipir f18	drug
NCT00424463	mci-186	drug
NCT00424463	placebo of mci-186	drug
NCT04223245	exercise+multi-modal sensory feedback (mmsf)	behavioral
NCT04223245	exercise only	behavioral
NCT02322021	elenbecestat (e2609)	drug
NCT02322021	placebo	drug
NCT03683394	smarrt intervention	behavioral
NCT03683394	health education intervention	behavioral
NCT00146263	savyon	behavioral
NCT00146263	control	behavioral
NCT00822913	intravesical injection of botulinum a toxin	drug
NCT01496170	mk-8931	drug
NCT01496170	placebo	drug
NCT01057030	bms-708163	drug
NCT01057030	placebo	drug
NCT00782340	placebo	drug
NCT00782340	droxidopa	drug
NCT02313025	speech sound intervention	other
NCT02313025	world-project	other
NCT02978768	exercise	other
NCT02978768	computer-based cognitive training	device
NCT02978768	physico-mental rehabilitation wii	device
NCT02242487	cvt-301	drug
NCT03811613	transcranial photobiomodulation	other
NCT00144300	mirapex	drug
NCT00144300	requip	drug
NCT02904837	experimental training	behavioral
NCT02904837	control training	behavioral
NCT03625128	f-18	drug
NCT03703856	memantine	drug
NCT03703856	placebo	drug
NCT03645265	auditory	behavioral
NCT03645265	gestures	behavioral
NCT01028209	[18f] pbr06	drug
NCT00285233	allogeneic islets of langerhans transplant	biological
NCT02615548	community-based exercise class	other
NCT02615548	self-directed physical activity	other
NCT02495649	[18f]-dopa	other
NCT02495649	pet-ct	device
NCT03338114	flx-787-odt (orally disintigrating tablet)	drug
NCT03599726	donepezil	drug
NCT03599726	placebo	drug
NCT02293915	sodium oligo-mannurarate 900mg	drug
NCT02293915	placebo	drug
NCT02827955	gamma knife® radiosurgery bilateral	device
NCT00518648	multifactorial fall prevention program	other
NCT00518648	usual care	other
NCT02881489	biological: cell-based therapy	other
NCT03790709	high dose anavex2-73	drug
NCT03790709	mid dose anavex2-73	drug
NCT03790709	placebo oral capsule	drug
NCT02844855	cognitive tests	behavioral
NCT02590276	characterization	behavioral
NCT01195389	resonator	device
NCT02252380	transcranial exablate system	device
NCT01506479	moderate exercise	behavioral
NCT01506479	vigorous exercise	behavioral
NCT01506479	no intervention	behavioral
NCT00491062	biopsies	procedure
NCT00142324	donepezil	drug
NCT00231140	thalidomide (drug)	drug
NCT02051608	gantenerumab	drug
NCT02051608	placebo	drug
NCT02816645	magnetic resonance imaging (mri)	procedure
NCT00605059	[123i]av94	drug
NCT00975481	dimebon	drug
NCT00975481	dimebon	drug
NCT00975481	dimebon	drug
NCT00975481	placebo	drug
NCT00975481	alprazolam	drug
NCT00975481	alprazolam	drug
NCT03204604	challenge a - low calorie ensure®	dietary supplement
NCT03204604	challenge b - ensure® plus ketone esters (ke)	dietary supplement
NCT03204604	pet scan	procedure
NCT03204604	cognitive testing - fcsrt	behavioral
NCT03204604	story recall	behavioral
NCT03204604	bvrt	behavioral
NCT03204604	cogstate one card learning	behavioral
NCT01485965	sen0014196	drug
NCT03359902	transcutaneous vagal nerve stimulation	device
NCT03359902	sham stimulation	device
NCT01585272	ena713	drug
NCT00368849	atomoxetine	drug
NCT00368849	matching placebo	drug
NCT02386670	tdcs + cr	other
NCT02386670	sham tdcs + sham cr	other
NCT04097080	nbtx-001	drug
NCT04097080	standard of care	drug
NCT01230151	guide software, version 0.1	device
NCT01230151	clinically defined stimulation parameters	device
NCT01183806	rivastigmine	drug
NCT01183806	exercise training program	other
NCT03958708	rifaximin 550 mg	drug
NCT00355576	celecoxib	drug
NCT00355576	creatine	drug
NCT00355576	minocycline	drug
NCT00062738	paroxetine	drug
NCT00062738	nortriptyline	drug
NCT00062738	placebo	other
NCT00742300	autologous hematopoietic stem cell transplantation	procedure
NCT04251585	regular novolin r	drug
NCT04251585	placebo	drug
NCT02333175	specialist review	other
NCT01521585	sen0014196	drug
NCT01521585	sen0014196	drug
NCT01521585	placebo	drug
NCT00944749	h-atg (atgam )	drug
NCT00944749	cyclosporine (gengraf )	drug
NCT02895932	pet imaging	radiation
NCT00095355	lithium	drug
NCT00095355	divalproex	drug
NCT04309253	pmpbb3	drug
NCT04309253	av45	drug
NCT02655614	gdc-0134	drug
NCT02655614	placebo	drug
NCT02655614	rabeprazole	drug
NCT02655614	midazolam	drug
NCT02655614	caffeine	drug
NCT02729714	suvorexant	drug
NCT02729714	placebo	drug
NCT03001557	lemborexant 2.5 mg	drug
NCT03001557	lemborexant 5 mg	drug
NCT03001557	lemborexant 10 mg	drug
NCT03001557	lemborexant 15 mg	drug
NCT03001557	lemborexant-matched placebo	drug
NCT03368170	mesdopetam (irl790)	drug
NCT01839422	memory assessment	behavioral
NCT01839422	brain imaging examination mri	other
NCT03192046	carbon fiber ankle foot orthosis (afo)	device
NCT00855400	laminectomy and bone marrow stem cells transplantation	procedure
NCT00855400	autologous bone marrow cells collection	procedure
NCT01677754	ro4602522	drug
NCT01677754	placebo	drug
NCT01677754	donepezil	drug
NCT01677754	memantine	drug
NCT01677754	rivastigmine	drug
NCT01677754	galantamine	drug
NCT03088280	thymoglobulin	drug
NCT03728582	active tdcs plus speech-language therapy	device
NCT03728582	sham tdcs plus speech-language therapy	device
NCT03815409	treadmill with partial weight unload	other
NCT03815409	traditional pt rehabilitation treatment	other
NCT01113086	transcranial direct current stimulation	device
NCT01314131	stimulation group	behavioral
NCT04260724	tms	device
NCT04260724	sham coil stimulation	device
NCT01834716	aerobic vs. non-aerobic exercise	behavioral
NCT01284686	subthalamo-cortical loops stimulation in a one-sided and bipolar way	other
NCT01284686	subthalamo-cortical loops stimulation in a one-sided and bipolar way	other
NCT01427062	experimental	other
NCT01427062	control	other
NCT03178786	pat sessions	behavioral
NCT01882062	triheptanoin 1g/kg/day	drug
NCT00988117	rivastigmine patch 9.5 cm2	drug
NCT00406029	preladenant	drug
NCT00406029	preladenant	drug
NCT00406029	preladenant	drug
NCT00406029	preladenant	drug
NCT00406029	placebo	drug
NCT00406029	l-dopa	drug
NCT00406029	other parkinson's disease treatments	drug
NCT00627588	prosavin	biological
NCT00627588	prosavin	biological
NCT01702467	gsk2647544	drug
NCT01702467	placebo	drug
NCT02820155	rgn1016	drug
NCT02820155	placebo	drug
NCT01060878	pym50028	drug
NCT01060878	placebo	drug
NCT00654433	ald-101	biological
NCT03221296	vestibular training (intervention group)	behavioral
NCT00646269	standard intervention protocol	behavioral
NCT00646269	standard intervention protocol + cognitive training therapy	behavioral
NCT00646269	standard intervention protocol + reminiscence therapy	behavioral
NCT00646269	standard intervention protocol + "made-to-measure" program	behavioral
NCT01371214	plié (preventing loss of independence through exercise)	behavioral
NCT03974529	intensive running	behavioral
NCT03974529	physiotherapy	behavioral
NCT00346827	apomorphine nasal powder	drug
NCT03882879	karate classes	behavioral
NCT03882879	pre-intervention study visit	behavioral
NCT03882879	bimonthly online survey	behavioral
NCT03882879	6-month study visit	behavioral
NCT03882879	12-month study visit	behavioral
NCT00733863	placebo	biological
NCT00733863	cad106	biological
NCT03752294	dabigatran	drug
NCT03752294	placebo - cap	drug
NCT03727360	exercise training	other
NCT03727360	flexibility control	other
NCT02787746	donepezil	drug
NCT01412151	creatine monohydrate	drug
NCT04082663	dental mouthpiece	device
NCT01701544	nbm dbs	device
NCT02087618	kodro+	other
NCT02087618	kodro+d	other
NCT03097211	placebo	drug
NCT03097211	bia 6-512	drug
NCT03097211	madopar® 250	drug
NCT03097211	nebicapone	drug
NCT02518412	tdcs	other
NCT02518412	placebo tdcs	other
NCT02074410	oms643762	drug
NCT02074410	placebo	drug
NCT03462680	niacin	dietary supplement
NCT03462680	placebo	other
NCT00307450	levetiracetam	drug
NCT02817906	iti-007	drug
NCT02817906	placebo	drug
NCT04313166	cu(ii)atsm	drug
NCT04137146	sacral nerve stimulation	device
NCT03643562	adrabetadex	drug
NCT03328195	neuro rx gamma synchronous	device
NCT03328195	sham	device
NCT03328195	neuro rx gamma asynchronous	device
NCT02149160	frm-0334	drug
NCT02149160	placebo	drug
NCT03462641	flumazenil	drug
NCT03462641	placebo	drug
NCT00479271	home based, flexible, stepped care intervention	behavioral
NCT00479271	home based, flexible, stepped care intervention after 6 months. families will be free to choose any health care they desire during the waiting period.	behavioral
NCT00594464	rotigotine	drug
NCT04042532	theta-burst stimulation (tbs)	device
NCT01411163	creatine monohydrate	drug
NCT00933608	memantine	drug
NCT00933608	placebo	drug
NCT00669461	lubiprostone	drug
NCT01968460	p2b001 once daily (pramipexole 0.6 mg / rasagiline 0.75 mg),	drug
NCT01968460	placebo	drug
NCT01968460	p2b001 once daily (pramipexole 0.3 mg / rasagiline 0.75 mg),	drug
NCT03548311	methylcobalamin	drug
NCT03548311	saline solution	drug
NCT00277355	minocycline	drug
NCT00277355	matching placebo	drug
NCT03053752	transcutaneous electric nerve stimulation	procedure
NCT01698450	non-invasive intervention with focused ultrasound (exablate 4000)	device
NCT00744978	varenicline	drug
NCT00744978	placebo	drug
NCT04228887	respiratory muscle strength	diagnostic test
NCT04228887	balance training	device
NCT04228887	inspiratory muscle training	device
NCT00325741	hematopoietic cell transplantation	procedure
NCT02548897	deep brain stimulation	device
NCT02548897	electroencephalography	other
NCT03841604	safinamide methanesulfonate	drug
NCT03841604	safinamide methanesulfonate matching placebo	drug
NCT03101085	s-equol	drug
NCT03101085	placebo	other
NCT02002819	levetiracetam	drug
NCT03902990	dual task	other
NCT03902990	treadmill training	other
NCT03902990	standard exercise programme	other
NCT00000173	donepezil	drug
NCT00000173	vitamin e	drug
NCT00212693	ono-2506po	drug
NCT03625401	ad-35 60mg group	drug
NCT03625401	placebo group	drug
NCT00573443	dextromethorphan hydrobromide 20 mg and quinidine sulfate 10 mg	drug
NCT00573443	dextromethorphan hydrobromide 30 mg and quinidine sulfate 10 mg	drug
NCT00573443	placebo	drug
NCT02550665	donepezil	drug
NCT02051556	physical therapy wsi	behavioral
NCT02051556	physical therapy bsi	behavioral
NCT02051556	physical therapy st	behavioral
NCT00414622	dmxb-a	drug
NCT00420719	intramuscular diaphragm electrodes	device
NCT00303277	simvastatin	drug
NCT00303277	pravastatin	drug
NCT01522404	atomoxetine	drug
NCT01522404	placebo	drug
NCT03489200	eh301	other
NCT03489200	placebo	other
NCT02861846	profile of csf biomarkers of ad	biological
NCT01420796	swallowing exercise	other
NCT01420796	breathing exercises	other
NCT01420796	swallowing and breathing exercises	other
NCT02228590	apl-130277	drug
NCT02392468	bi 409306 matching placebo	drug
NCT02392468	bi 409306 matching placebo	drug
NCT02392468	bi 409306	drug
