intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
qeeg-based neurofeedback training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01168466","NCT01168466")			
qigong exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03463330","NCT03463330")			
qmat	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")			
qs-21	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00498602","NCT00498602")			
qs-21	other	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00959192","NCT00959192")			
quality-of-life assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01413100","NCT01413100")			
quantitative measure of speech (core phase only)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02447952","NCT02447952")			
quaternary rhythm	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03235453","NCT03235453")			
questioning	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01297140","NCT01297140")			
questionnaire administration	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01413100","NCT01413100")			
questionnaire qualilty of life	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02218567","NCT02218567")			
questionnaires	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03342326","NCT03342326")			
questionnary and irm	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01782248","NCT01782248")			
quetiapine	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00208819","NCT00208819")			
quetiapine fumarate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00621647","NCT00621647")			
r(+) pramipexole dihydrochloride monohydrate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00600873","NCT00600873")			
r-atg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00065260","NCT00065260")			
r-pramipexole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01388478","NCT01388478")			
raav5-mihtt	genetic	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04120493","NCT04120493")			
rabbit anti-human t-lymphocyte globulin injectable solution [thymoglobulin]	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828682","NCT03828682")			
rabbit anti-thymocyte globulin	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00899847","NCT00899847")			
rabbit anti-thymocyte globulin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00113269","NCT00113269")			
rabbit antithymocyte globulin	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00471848","NCT00471848")			
rabbit atg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02404025","NCT02404025")			
rabbit atg, thymoglobuline (genzyme)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01530555","NCT01530555")			
rabeprazole	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03237741","NCT03237741")			
radiation therapy	radiation	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00093587","NCT00093587")			
radiation: far infrared radiation (5μm to 20μm wavelength)	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00674960","NCT00674960")			
radioligand (11c)azd2184	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00692705","NCT00692705")			
radioligand (11c)azd2995	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00692705","NCT00692705")			
radioligand 18f-av-1451	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03641768","NCT03641768")			
radioligand [11c]azd2184	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00838877","NCT00838877")			
radioligand [18f]azd4694	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00838877","NCT00838877")			
radioligand [18f]mni-659	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02956148","NCT02956148")			
radiopharmaceuticals	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03926702","NCT03926702")			
radiosurgical thalamotomy	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02406105","NCT02406105")			
radiotherapy	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01375023","NCT01375023")			
raloxifene	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00065767","NCT00065767")			
ramelteon	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00907595","NCT00907595")			
ramipril	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00980785","NCT00980785")			
range of motion/stretching exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01954550","NCT01954550")			
ranibizumab	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03725501","NCT03725501")			
ranolazine 1000 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03472950","NCT03472950")			
ranolazine 500 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03472950","NCT03472950")			
rapamycin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03359538","NCT03359538")			
rapid cadence cycling on a solo-rider spin bicycle	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03675932","NCT03675932")			
rapid visual information processing (rvip) test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02899403","NCT02899403")			
rasagiline	drug	27	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329508","NCT03329508")			
rasagiline 1 mg capsule	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155479","NCT01155479")			
rasagiline mesylate	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00203034","NCT00203034")			
rasagiline mesylate 1.0 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00203177","NCT00203177")			
rasagiline mesylate plus mirapex	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")			
rasagiline mesylate with levodopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")			
rasagiline mesylate with requip	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")			
rasagiline/placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01497652","NCT01497652")			
rate group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01987557","NCT01987557")			
ratg	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02102854","NCT02102854")			
ravulizumab	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04248465","NCT04248465")			
razadyne er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00369603","NCT00369603")			
rdad	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01708304","NCT01708304")			
rdad training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03289377","NCT03289377")			
reach for tlc (telephone linked computer) system	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00178165","NCT00178165")			
reach-vietnam	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03587974","NCT03587974")			
reading a table format prescription on a touch screen	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03976505","NCT03976505")			
reading a textual format prescription on a touch screen	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03976505","NCT03976505")			
reading intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03907748","NCT03907748")			
real anodal tdcs ad	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real anodal tdcs healthy elderly	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real anodal tdcs mci	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real anodal transcranial direct current stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03351452","NCT03351452")			
real anodal transcranial direct current stimulation (tdcs)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03227185","NCT03227185")			
real ct	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02772185","NCT02772185")			
real itbs	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01884493","NCT01884493")			
real rtms	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02741765","NCT02741765")			
real rtms of the brain	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00833820","NCT00833820")			
real tacs ad	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real tacs healthy elderly	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real tacs mci	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")			
real tdcs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03056170","NCT03056170")			
real tms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02346708","NCT02346708")			
real transcranial alternating current stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03351452","NCT03351452")			
real-time somatosensory cue	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01772186","NCT01772186")			
rebuilder	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03611439","NCT03611439")			
receive tdcs+cr	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02959502","NCT02959502")			
recombinant human acid sphingomyelinase	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01722526","NCT01722526")			
recombinant human erythropoietin(rhepo)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03835507","NCT03835507")			
recommendation with regard to nutrition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02784145","NCT02784145")			
recordings of lfp oscillations	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03496532","NCT03496532")			
rectosigmoidoscopy with colonic biopsies	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02841605","NCT02841605")			
reduced glutathione	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02324426","NCT02324426")			
reduced glutathione 100mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02424708","NCT02424708")			
reduced glutathione 200mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02424708","NCT02424708")			
reducing disabilities in alzheimer's disease (rdad)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03550131","NCT03550131")			
reference capsule gdc-0134	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03237741","NCT03237741")			
regular health advice	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03249688","NCT03249688")			
regular insulin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00438568","NCT00438568")			
regular novolin r	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04251585","NCT04251585")			
regular treadmill walking	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01987557","NCT01987557")			
regulatory t cells	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03865017","NCT03865017")			
rehabilitation	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04135924","NCT04135924")			
rehabilitation gait with dual task	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04038866","NCT04038866")			
rehabilitation gait without dual task	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04038866","NCT04038866")			
rehabilitation intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03985631","NCT03985631")			
rehabilitation therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02205216","NCT02205216")			
rehabilitation treatment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02672943","NCT02672943")			
relational care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03352024","NCT03352024")			
relaxation guided imagery	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01151111","NCT01151111")			
relaxing music	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01865097","NCT01865097")			
remap eeg based bci and sem-glove bioservo	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03900247","NCT03900247")			
remifentanil	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00615472","NCT00615472")			
reminiscence therapy	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01295957","NCT01295957")			
reminyl retard	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637442","NCT00637442")			
remote activity monitoring system	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03665909","NCT03665909")			
remote high	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048759","NCT04048759")			
remote low	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048759","NCT04048759")			
remote pulmonary function testing	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03214224","NCT03214224")			
remsa	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710487","NCT02710487")			
renace psychoeducational intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03129425","NCT03129425")			
renal transplant	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02152345","NCT02152345")			
renew ncp-5	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03721705","NCT03721705")			
renishaw drug delivery system	device	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03295786","NCT03295786")			
repaglinide	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01536366","NCT01536366")			
repeated exposure (xp)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00714571","NCT00714571")			
repetitive magnetic stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253354","NCT03253354")			
repetitive transcranial magnetic (rtms)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03317509","NCT03317509")			
repetitive transcranial magnetic coil stimulation (rtms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00814697","NCT00814697")			
repetitive transcranial magnetic stimulation	device	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03778151","NCT03778151")			
repetitive transcranial magnetic stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537496","NCT02537496")			
repetitive transcranial magnetic stimulation (rtms)	device	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01080794","NCT01080794")			
repetitive transcranial magnetic stimulation (rtms)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04017481","NCT04017481")			
repetitive transcranial magnetic stimulation (rtms)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01481961","NCT01481961")			
repetitive transcranial magnetic stimulation - sham	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537496","NCT02537496")			
repetitive transcranial magnetic stimulation - six regions	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03270137","NCT03270137")			
repetitive transcranial magnetic stimulation(rtms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03552861","NCT03552861")			
repetitive transcranial magnetic stimulation- idlpfc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03270137","NCT03270137")			
repetitive transcranial stimulation	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00625300","NCT00625300")			
repetitive transcranial stimulation (r-tms)	device	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01367782","NCT01367782")			
repository corticotropin injection	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01906658","NCT01906658")			
requip	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00144300","NCT00144300")			
requip pr	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01154166","NCT01154166")			
resistance exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01521728","NCT01521728")			
resistance exercise program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03201991","NCT03201991")			
resistance exercise via negative eccentric work	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00665184","NCT00665184")			
resistance training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02253563","NCT02253563")			
resistance training	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02476266","NCT02476266")			
resistant maltodextrin	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03667404","NCT03667404")			
resistant starch	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02784145","NCT02784145")			
resonator	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01195389","NCT01195389")			
resonator device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00863226","NCT00863226")			
resource oriented music therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03011723","NCT03011723")			
resourcefulness training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04247347","NCT04247347")			
respecting choices first steps	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03516994","NCT03516994")			
respiratory muscle strength	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04228887","NCT04228887")			
respiratory muscle strength training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00350402","NCT00350402")			
respiratory muscle training	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04224961","NCT04224961")			
respite only	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00558402","NCT00558402")			
respite platform	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01639586","NCT01639586")			
response inhibition and deep brain stimulation in parkinson's disease	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04061135","NCT04061135")			
rest	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")			
rest to music	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01734876","NCT01734876")			
resveratrol	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02336633","NCT02336633")			
resveratrol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504854","NCT01504854")			
