intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	regulatory_status	comment	priority
traditional treadmill	behavioral	1	NCT03546244						FALSE
train-ad	behavioral	1	NCT03244917						FALSE
training	other	1	NCT04045080						FALSE
training and valuation of the treating personnel	other	1	NCT00824967						FALSE
training intervention	behavioral	1	NCT03444181						FALSE
training with hwa device	device	1	NCT03751371						FALSE
training with neurofeedback	other	1	NCT03837548						FALSE
tramiprosate (3aps)	drug	1	NCT00314912						FALSE
trancutaneous spinal direct current stimulation (tsdcs)	procedure	1	NCT01019343						FALSE
transcranial alternating current stimulation	device	2	NCT04088643						FALSE
transcranial alternating current stimulation (tacs)	device	4	NCT03412604						FALSE
transcranial direct current stimulation	device	14	NCT03127475						FALSE
transcranial direct current stimulation	other	2	NCT02216474						FALSE
transcranial direct current stimulation	procedure	1	NCT03759132						FALSE
transcranial direct current stimulation (tdcs)	device	8	NCT03846492						FALSE
transcranial direct current stimulation (tdcs)	procedure	1	NCT01602276						FALSE
transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit	device	2	NCT02155946						FALSE
transcranial direct current stimulation at 2 ma	device	1	NCT04046055						FALSE
transcranial direct current stimulation at 4 ma	device	1	NCT04046055						FALSE
transcranial direct current stimulation(tdcs)	procedure	1	NCT01019343						FALSE
transcranial exablate	device	1	NCT02347254						FALSE
transcranial exablate system	device	1	NCT02252380						FALSE
transcranial low voltage pulsed electromagnetic fields (t-pemf)	device	1	NCT02125032						FALSE
transcranial magnetic resonance guided focused ultrasound pallidotomy	device	1	NCT02003248						FALSE
transcranial magnetic stimulation	device	6	NCT02236832						FALSE
transcranial magnetic stimulation	other	3	NCT02969941						FALSE
transcranial magnetic stimulation	radiation	1	NCT03273270						FALSE
transcranial magnetic stimulation (tms)	device	3	NCT02875041						FALSE
transcranial magnetic stimulation (tms)	other	1	NCT02461082						FALSE
transcranial magnetic stimulation (tms)	procedure	1	NCT02012647						FALSE
transcranial magnetic stimulation- real rtms	device	1	NCT04203615						FALSE
transcranial magnetic stimulation- sham rtms	device	1	NCT04203615						FALSE
transcranial magnetic stimulator	device	1	NCT00248768						FALSE
transcranial photobiomodulation	other	1	NCT03811613						FALSE
transcranial sonography (tcs)	procedure	1	NCT01019343						FALSE
transcranial stimulation	device	1	NCT03481933						FALSE
transcranial ultrasound	procedure	1	NCT01615718						FALSE
transcranial ultrasound stimulation	device	1	NCT03896698						FALSE
transcutaneous electric nerve stimulation	procedure	1	NCT03053752						FALSE
transcutaneous spinal cord stimulation	procedure	1	NCT04171076						FALSE
transcutaneous vagal nerve stimulation	device	1	NCT03359902						FALSE
transdermal estradiol	drug	1	NCT00066157						FALSE
transdermal methylphenidate	drug	1	NCT01825577						FALSE
transdermal nicotine	drug	1	NCT00873392						FALSE
transdisciplinary approach	other	1	NCT03442322						FALSE
transmembrane emg oropharynx probe	device	1	NCT03986671						FALSE
transnasal fiberoptic laryngoscopy	other	1	NCT03887338						FALSE
transplant	procedure	1	NCT01898390						FALSE
trazodone	drug	1	NCT01142258						FALSE
trazodone hydrochloride oral solution	drug	1	NCT04302870						FALSE
treadmill	behavioral	1	NCT01768832	behavioral					TRUE
treadmill	device	5	NCT02832921	behavioral					TRUE
treadmill	other	1	NCT03727529	behavioral					TRUE
treadmill + vr	other	1	NCT03727529						FALSE
treadmill exercise	behavioral	1	NCT00956488						FALSE
treadmill gait training (tt)	procedure	1	NCT01668407						FALSE
treadmill gait training with verbal instruction	behavioral	1	NCT04315285						FALSE
treadmill test	diagnostic test	1	NCT01019343						FALSE
treadmill training	behavioral	1	NCT00261781						FALSE
treadmill training	device	1	NCT03201692						FALSE
treadmill training	other	4	NCT04033393						FALSE
treadmill training and overground gait training	behavioral	1	NCT03368443						FALSE
treadmill training with aerobic exercise	behavioral	1	NCT01156714						FALSE
treadmill training with auditory cues	other	1	NCT03656796						FALSE
treadmill training with cues	procedure	1	NCT02731599						FALSE
treadmill training without auditory cues	other	1	NCT03656796						FALSE
treadmill training without vr-based interaction	device	1	NCT03686462						FALSE
treadmill walking	behavioral	2	NCT03475316	behavioral					TRUE
treadmill walking	other	1	NCT02268617	behavioral					TRUE
treadmill walking program	other	1	NCT00750945						FALSE
treadmill walking training with additional body load	other	2	NCT00964652						FALSE
treadmill with partial weight unload	other	1	NCT03815409						FALSE
treatment a combined exercise program and gait training with sensory cues	other	1	NCT03346265						FALSE
treatment as usual	behavioral	1	NCT01273272						FALSE
treatment b conventional physiotherapy	other	1	NCT03346265						FALSE
treatment with nintendo wii.	other	1	NCT01120392						FALSE
treosulfan	drug	1	NCT01810926						FALSE
tretinoin and pioglitazone hcl	drug	1	NCT00919555						FALSE
trial and error	behavioral	1	NCT01095718						FALSE
tricaprilin	drug	5	NCT03971123						FALSE
tricyclic antidepressants ("tca")	drug	1	NCT02851914						FALSE
trifluridine	drug	1	NCT01867866						FALSE
trifluridine/tipiracil	drug	1	NCT04076761						FALSE
trifluridine/tipiracil hydrochloride combination agent tas-102	drug	1	NCT03278106						FALSE
trigel	drug	1	NCT02448914						FALSE
triheptanoin	drug	1	NCT03506425						FALSE
triheptanoin 1g/kg/day	drug	1	NCT01882062						FALSE
triheptanoin oil	drug	1	NCT02453061	molecular	PLA2G1B	drugbank says questionable			FALSE
trimethobenzamide	drug	1	NCT01770145						FALSE
trimethobenzamide hydrochloride	drug	1	NCT02373072						FALSE
triumeq	drug	1	NCT02868580						FALSE
trns fronto-temporal cortex	device	1	NCT02004236						FALSE
trns over fusiform temporal cortex	device	1	NCT02004236						FALSE
trns with sham	device	1	NCT02004236						FALSE
tro19622	drug	1	NCT01285583						FALSE
troriluzole	drug	1	NCT03605667						FALSE
true acupuncture	procedure	1	NCT02759159						FALSE
truscan neurofeedback	device	1	NCT02987842						FALSE
trx0014	drug	4	NCT00515333						FALSE
trx0037	drug	2	NCT01253499						FALSE
trx0237	drug	3	NCT02245568						FALSE
trx0237 150 mg/day	drug	1	NCT01689246						FALSE
trx0237 16 mg/day	drug	1	NCT03446001						FALSE
trx0237 200 mg/day	drug	1	NCT01689233						FALSE
trx0237 250 mg/day	drug	1	NCT01689246						FALSE
trx0237 8 mg/day	drug	1	NCT03446001						FALSE
tryptophan	drug	1	NCT00202124						FALSE
tryptophan (trp) depletion	dietary supplement	1	NCT02632279						FALSE
tsms	device	1	NCT02657681						FALSE
tt alone	other	1	NCT01732653						FALSE
tt+vr	other	1	NCT01732653						FALSE
ttp4000	drug	1	NCT01548430						FALSE
turning off the stimulator	device	1	NCT01037686						FALSE
tvp-1012	drug	1	NCT02337725						FALSE
tvp-1012 0.5mg	drug	1	NCT02337738						FALSE
tvp-1012 1mg	drug	3	NCT02337751						FALSE
two intrathecal msc injections	other	1	NCT02917681						FALSE
two-way videoconference remote genetic counseling	other	1	NCT02978729						FALSE
tyramine	other	1	NCT00203125						FALSE
tyrosine	dietary supplement	1	NCT01676103						FALSE
u-smart	device	1	NCT01628653						FALSE
ub 311	biological	1	NCT00965588						FALSE
ub-311	biological	2	NCT02551809						FALSE
ub-312	biological	1	NCT04075318						FALSE
ubiquinol	dietary supplement	1	NCT00980694						FALSE
ubiquinol	drug	1	NCT03061513						FALSE
ucf caregiver support group	behavioral	1	NCT02690896						FALSE
ucmscs	biological	1	NCT02672306						FALSE
ultra-high-caloric carbohydrate-rich diet	dietary supplement	1	NCT04172792	behavioral					FALSE
ultra-high-caloric fatty diet	dietary supplement	1	NCT04172792	behavioral					FALSE
umbilical cord blood therapy	procedure	1	NCT02236065						FALSE
umbilical cord blood transplantation	procedure	5	NCT00827099						FALSE
unframed virtual cone	device	1	NCT03305588						FALSE
uniform distribution	device	1	NCT03496532						FALSE
unilateral reduction of stimulation	procedure	1	NCT02704195						FALSE
unspecific group training	behavioral	1	NCT02048605						FALSE
unstable condition	behavioral	1	NCT02539446						FALSE
unstructured cognitive training	behavioral	1	NCT04187391						FALSE
untrained	behavioral	1	NCT02675270						FALSE
up to 3 ma, 60 us, 130 hz deep brain stimulation	device	1	NCT01945567						FALSE
upper limb exercise	behavioral	1	NCT04048291						FALSE
upper limb feeding training	behavioral	1	NCT02600858						FALSE
urine pregnancy test	diagnostic test	1	NCT04099823						FALSE
ursodiol	drug	1	NCT00514774						FALSE
ursonorm	drug	1	NCT03840005						FALSE
us-atg-f	biological	1	NCT01295710						FALSE
usability assessment	device	1	NCT01124292						FALSE
using a bci to control wheelchair tilt	device	1	NCT01123148						FALSE
usual care	behavioral	4	NCT03901456	none					TRUE
usual care	other	11	NCT03360552	none					TRUE
usual care (uc)	behavioral	1	NCT03417219						FALSE
usual care arm exercise	other	1	NCT02230267						FALSE
usual care control	behavioral	1	NCT02350127						FALSE
usual care program	behavioral	1	NCT04041193						FALSE
usual care program	other	1	NCT02746484						FALSE
usual care with pd specific health education	behavioral	1	NCT03808675						FALSE
usual care/online survey	behavioral	1	NCT03552484						FALSE
usual diet plus self-care	other	1	NCT03240406	behavioral					TRUE
usual dopaminergic per os treatment	drug	1	NCT01039090						FALSE
usual drug treatment of parkinson's disease	other	1	NCT00873392						FALSE
usual practices	other	1	NCT03506672						FALSE
usual reading	other	1	NCT04255329						FALSE
v1512	drug	2	NCT00491998						FALSE
v1512 and entacapone	drug	1	NCT00491998						FALSE
v1: hgpo + meal and v2: placebo + meal	other	1	NCT02021903						FALSE
v1: placebo 75mg + meal and v2: hgpo 75mg + meal	other	1	NCT02021903						FALSE
v81444	drug	2	NCT01634568						FALSE
v950	biological	1	NCT00464334						FALSE
valaciclovir 500mg tablet	drug	1	NCT02997982						FALSE
valacyclovir	drug	1	NCT03282916						FALSE
valbenazine	drug	1	NCT04102579						FALSE
valerian	drug	1	NCT00070928						FALSE
valproate	drug	1	NCT00071721						FALSE
valproic acid	drug	1	NCT01729598						FALSE
varenicline	drug	4	NCT02473562						FALSE
variable frequency stimulation	procedure	1	NCT03053726						FALSE
variation of behaviors of parkinson's disease	biological	1	NCT03146130						FALSE
vascular flow measurement by pc-mri	other	1	NCT02578303						FALSE
vehicle	drug	2	NCT02094365						FALSE
velcade	drug	1	NCT00782821						FALSE
velusetrag	drug	2	NCT01467726						FALSE
venlafaxine	drug	3	NCT01609348						FALSE
venlafaxine pill	drug	1	NCT03274817						FALSE
vercise dbs settings	device	1	NCT01896115						FALSE
vercise deep brain stimulation	device	1	NCT02589925						FALSE
vercise deep brain stimulation system	device	1	NCT03037398						FALSE
vercise™ deep brain stimulation system	device	1	NCT02288468						FALSE
verubecestat (part i and part ii)	drug	3	NCT01739348						FALSE
verubecestat (part ii)	drug	1	NCT01739348						FALSE
verubecestat 12 mg (parts 1 and 2)	drug	1	NCT01953601						FALSE
verubecestat 40 mg (parts 1 and 2)	drug	1	NCT01953601						FALSE
vestibular physical therapy	behavioral	1	NCT03887923						FALSE
vestibular training (intervention group)	behavioral	1	NCT03221296						FALSE
vgh-ad1	drug	1	NCT04249869						FALSE
vi-1121	drug	1	NCT01428362						FALSE
viasys® healthcare, pulmonetic systems, lap-top ventilator (ltv machine)	device	1	NCT01154283						FALSE
vibrating chair	device	1	NCT02306863						FALSE
vibratory cueing device	device	1	NCT03416452						FALSE
vibrotactile stimulation	device	1	NCT02933476						FALSE
video game exercise using dance dance revolution	other	1	NCT01735981						FALSE
video observation (lower limbs)	behavioral	1	NCT03475355						FALSE
video observation (upper limbs)	behavioral	1	NCT03475355						FALSE
video polysomnography	procedure	1	NCT03047408						FALSE
video-based coping skills training with telephone coaching	behavioral	1	NCT00396825						FALSE
videofluoroscopic swallow evaluation	radiation	1	NCT02390089						FALSE
videofluoroscopic swallowing study	procedure	2	NCT02710162						FALSE
videogames	device	1	NCT03545451						FALSE
vielight 810 intranasal stand alone unit	device	1	NCT03551392						FALSE
vielight neuro gamma	device	2	NCT03160027						FALSE
viewing of video	other	1	NCT03342339						FALSE
vigorous exercise	behavioral	1	NCT01506479						FALSE
vineuro	drug	1	NCT00517842						FALSE
virtual care visit	other	1	NCT02144220						FALSE
virtual exercises	other	1	NCT02023034						FALSE
virtual reality	behavioral	2	NCT03637023						FALSE
virtual reality	device	2	NCT04138095						FALSE
virtual reality	other	2	NCT04347668						FALSE
virtual reality / memory assessment	other	1	NCT01638884						FALSE
virtual reality anti-fatigue ergo cycling training (self-made)	procedure	1	NCT02017938						FALSE
virtual reality based intervention	behavioral	1	NCT02671396						FALSE
virtual reality combined with anti-gravity treadmill	other	1	NCT04117737						FALSE
virtual reality games	other	1	NCT04087031						FALSE
virtual reality headset	device	1	NCT04019158						FALSE
virtual reality simulator	other	1	NCT01769690						FALSE
virtual reality test	other	1	NCT01650454						FALSE
virtual reality treadmill training	device	1	NCT03201692						FALSE
virtual reality with manual and verbal guidance	other	1	NCT03774225						FALSE
virtual reality with no manual and verbal guidance	other	1	NCT03774225						FALSE
virtual reality with x- box kinect®	other	1	NCT02786433						FALSE
virtual reality-based interactive treadmill training	device	1	NCT03686462						FALSE
virtual visits	other	1	NCT02038959						FALSE
visual and auditory stimuli	behavioral	1	NCT02768896						FALSE
visual arts training	behavioral	1	NCT02432222						FALSE
visual cues	other	1	NCT01391741						FALSE
visual search performance of everyday objects in realistic scenes	procedure	1	NCT02941289						FALSE
visual stimuli	behavioral	1	NCT02768896						FALSE
vitamin b12	drug	1	NCT00056225						FALSE
vitamin b12 supplementation	dietary supplement	1	NCT00208611						FALSE
vitamin b6	drug	1	NCT00056225						FALSE
vitamin d	drug	1	NCT01409694						FALSE
vitamin d placebo	drug	1	NCT01409694						FALSE
vitamin d3	dietary supplement	2	NCT00571285						FALSE
vitamin d3	drug	1	NCT01119131						FALSE
vitamin d3 - high dose	dietary supplement	1	NCT00571285						FALSE
vitamin e	dietary supplement	1	NCT00372879						TRUE
vitamin e	drug	2	NCT00056329						TRUE
vitamin e, vitamin c, and alpha-lipoic acid	drug	1	NCT00117403						FALSE
viusid/alzer	dietary supplement	1	NCT01016470						FALSE
vm202	biological	1	NCT02039401						FALSE
voice recordings	procedure	1	NCT03577483						FALSE
voice/respiration treatment	behavioral	1	NCT00123084						FALSE
voltage adjustment only	device	1	NCT01934881						FALSE
voluntary cough test	other	1	NCT02183519						FALSE
voluntary exercise	behavioral	1	NCT01636297						FALSE
volunteer visits	other	1	NCT01715181						FALSE
volunteers adding life in dementia (valid) program	behavioral	1	NCT01646723						FALSE
vorinostat	drug	1	NCT02124083						FALSE
vortioxetine	drug	1	NCT04301492						FALSE
vp4896	drug	1	NCT00231946						FALSE
vr-co2 mri scans	diagnostic test	1	NCT03912571						FALSE
vr-therapy	other	1	NCT03941119						FALSE
vr040/aspirair® inhaler	drug	1	NCT01693081						FALSE
vts-270	drug	4	NCT01747135						FALSE
vx-745	drug	3	NCT03435861						FALSE
vx15/2503	drug	1	NCT02481674	molecular	SEMA4D	drugbank says not fully annotated, genetic target info found here: http://www.vaccinex.com/pipeline/pepinemab-neurology/	investigational		FALSE
